1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463,0.5171299078463
0.4984918979349068,0.5019585675447495,0.4969970764126449,0.5079533141825573,0.5024363242319673,0.4956235481449135,0.4995530052942198,0.5091947892998289,0.5088490528039066,0.5164680064629875,0.505927878388242,0.5201975173741441,0.5189918214362962,0.5142417327566953,0.51486360563738,0.517907354201097,0.5179921078181763,0.5227578145079391,0.5015537670954728,0.5054741700099411,0.5190610273971518,0.5272645042952376,0.5062685053932456,0.502541231387365,0.4991300874053647,0.5217347441852452,0.4991815979756401,0.5083026290638064,0.5048153640786053,0.5288143679392696,0.5005267293566988,0.5182495638265388,0.5074866791108378,0.5234453217211213,0.4961980420534669,0.5105938088753005,0.5222192937078503,0.5101249559933186,0.5021103352484223
0.5104208852358932,0.5005844258774783,0.5099583139844069,0.5038242114649614,0.4883895003179177,0.4940521008642745,0.5286160193403545,0.5107396152885681,0.4984090449423089,0.5177783504482861,0.4985922700189457,0.5005848867966024,0.5108451902339427,0.511341506854125,0.5143826650628579,0.5131611156149994,0.5024397656670244,0.5288205748352574,0.5070043098911796,0.5157488020284546,0.5162351231606481,0.5207998940049233,0.5052350035459742,0.4852960501031453,0.511627467426756,0.5297733546833278,0.4973695695631275,0.4869184800772532,0.5194513598754454,0.5093376180288662,0.4904678247460126,0.5189889129969458,0.5005435520810765,0.5289353297964685,0.49085455314613674,0.5165227769826428,0.5140263091417477,0.5236945656683175,0.5096265001531753
0.5065839014255241,0.4996494192554426,0.5168722910703246,0.4736173070778557,0.5107120194603479,0.5028075318357483,0.5195030362019013,0.5001138432641262,0.5024166721890699,0.5076008671678228,0.4940268093412359,0.4896886470239986,0.5066357110645249,0.5118440196707387,0.5297291623000435,0.5075573383894815,0.5235385982394853,0.5231434915143913,0.5046910180908764,0.5056233119049107,0.5219848356579279,0.5156521616305546,0.5072435222792558,0.4847249537861381,0.494038718210813,0.5225037709485952,0.4986824464621928,0.4957612556761882,0.5184666314334828,0.4938820468685101,0.4867671613006299,0.522870858124915,0.4951007042619888,0.5100093332282077,0.4870658633065336,0.5207199857516807,0.5132162323294243,0.5244771547212933,0.4959786203064671
0.5110953476021916,0.4968644176411171,0.5029189480552877,0.4955136320273455,0.5042336369175952,0.5067195734460225,0.5156765639422672,0.5037132892156158,0.4857800038824023,0.4823275248993538,0.4998180794500931,0.4732792521977231,0.5016457541411766,0.5093847735735401,0.5172357565709864,0.5274748933826309,0.5234914280222911,0.5109547284659639,0.5101995585858774,0.4915305562295438,0.5165993676725854,0.5170618127826098,0.512566804046541,0.4822011486682445,0.4963271446420872,0.5174207280911468,0.5061420671652654,0.4930556345160135,0.5220099251937025,0.5079680647183067,0.495776598943115,0.5342927048857148,0.49569884869409736,0.5105872644148305,0.4632578261656221,0.5260257605374966,0.5095427095210657,0.5081784495354065,0.4970687566876635
0.4998309250241031,0.4987195418731818,0.4997039730291572,0.482164677896937,0.5054317486387772,0.4841539374040244,0.5106566981816809,0.4992159985756225,0.4928484824512493,0.4683669572217703,0.4980023394047592,0.4819871424503974,0.502635127807795,0.5029721687095114,0.5316875213851436,0.5258021509857316,0.5250097347071061,0.5162325037147144,0.515352670615668,0.5007495642593339,0.5216810501115569,0.5068171150970312,0.5154732495261846,0.4913677975960422,0.4991826155737326,0.5025441758003218,0.5016928057871648,0.4862868116811606,0.5226364740888841,0.475726579932833,0.5009003727171425,0.5291824890736868,0.5148015129063973,0.5024944972231469,0.48359239611078375,0.5217706139781109,0.4819944925962157,0.5023897132518073,0.5039817460391869
0.4980284624648908,0.5009489418363438,0.4826437649865971,0.5261055485599216,0.4985348354640962,0.4910695160875233,0.4966634000784953,0.5018965070277015,0.502795174094959,0.483798521297525,0.4865491544098774,0.4780001743143078,0.4988943554324722,0.5120008365947234,0.5176645426631235,0.5278820721569659,0.518994693463939,0.5168432450912153,0.5247364052623363,0.5147871681986004,0.5127755157062739,0.4992055902238443,0.5021548678748179,0.4882439640396826,0.4889322162650428,0.497777783836819,0.4937599539911715,0.4879027116585898,0.5290998491082016,0.4777240741972985,0.4722649505658614,0.5263603688015887,0.5166626887444662,0.48077829602665795,0.480733391011162,0.5203456210519359,0.49508770124693036,0.5067953374138678,0.5074817047245396
0.4815628021712426,0.5082783746081578,0.4894219299063129,0.5339165317761684,0.5017319687724161,0.4855207760045876,0.5014792216189822,0.5000125714674664,0.5004041155736557,0.4776284066258748,0.5079370323461512,0.492288087187514,0.4798565255021647,0.5200366743511929,0.5116330291098129,0.5243635038544348,0.5191060991967753,0.5100761586585376,0.5282203746832593,0.50294068066977,0.4956991459903485,0.4987656258561064,0.5064373901754303,0.5002115778879455,0.5074045840749996,0.4899863940234604,0.5023709012851102,0.4686064257214923,0.5314139539029349,0.4882330847311372,0.4502275911321353,0.5155285450375925,0.5047683387425721,0.477967965212616,0.4764583784937893,0.5022854143827055,0.49161602728168463,0.48797929676851093,0.5027076308776688
0.4936586780501987,0.5032006137364776,0.4923408018237751,0.5363118501266652,0.4975986166220683,0.4789657683053295,0.4975877087261757,0.4972859641699795,0.5051370815961754,0.4938895202481893,0.50603025494297,0.4898473619312504,0.4874641660636035,0.5100118696712844,0.51425502463703,0.5093243052089798,0.5164378860184804,0.5154775633603793,0.5203123962460908,0.4915730058206867,0.4890949925339121,0.4813152599838229,0.50486430764251,0.4964012891463213,0.4865275646538204,0.4821553041859162,0.5051136497453742,0.483050330901891,0.5092083560696613,0.4734419575705662,0.466029839587256,0.5184325607502309,0.48813021875735946,0.4739002787550174,0.4566546278058681,0.5098822365858714,0.507053539912237,0.47619797461796226,0.5005418625330683
0.5052086184978676,0.5050427641741119,0.4996382875581773,0.5260906319306277,0.5000258392315667,0.4902741715534804,0.4926098081115445,0.5026734571814168,0.512231016597165,0.5073702170355225,0.4999946959700383,0.5033698645940289,0.484664392995183,0.5112175847743119,0.5220962260585704,0.5185709537353597,0.5194388751506017,0.5002085212226721,0.5206929643856164,0.5008554424897812,0.4906927935312887,0.4796088570210351,0.5095862556721446,0.5012407173410299,0.4984821884006333,0.4771741251842354,0.4960846528539489,0.4949219124402018,0.5022390162975926,0.4686163217793996,0.4804497647700909,0.5084300214683585,0.4877273579929652,0.4688050537705565,0.4506098434035348,0.5151417583443864,0.4879881666228234,0.49148630606343974,0.4885460435827185
0.4987193894671145,0.5157272714698627,0.4893365004817512,0.5066121305433802,0.5028641511881734,0.4867835468024473,0.4734090107612566,0.4869749186228082,0.50039435829905,0.4982972810696723,0.4986297541102891,0.5117741177902722,0.4885663009913041,0.4928036187050268,0.5141960643961235,0.5104711462857544,0.5315118395781955,0.4972281125088905,0.4999840353075112,0.5022714446245291,0.4844305780178736,0.4697291915580174,0.5110810932536674,0.5043602718727346,0.5041528267795703,0.4990010508709201,0.487510987525906,0.4886692217348224,0.5233277899247604,0.4764590536012918,0.4868815931895673,0.4916928650804181,0.4941052087656959,0.5005950894006349,0.43456015906581574,0.5072472061130614,0.4845027248985167,0.4686946722309734,0.4815787384867085
0.4955127623608745,0.5003360038356665,0.4905359803393763,0.5032098756501698,0.4879188815187576,0.4946549968193712,0.4642859794361021,0.4920949537840585,0.4885952557077953,0.492528268865882,0.5097773567718022,0.5156459759039868,0.4973922524611541,0.4906658415406135,0.5137411955602135,0.5117327866361558,0.5155625756955419,0.5062940056554934,0.4878433530823809,0.4875716011597318,0.4897035337870172,0.4948332334190271,0.5181461372023274,0.494099220161184,0.5062118074236162,0.4786411851479278,0.4857994492228742,0.4865937335592012,0.5143557078688966,0.4750603453402246,0.4830455859225186,0.5125952024071472,0.4893908667718671,0.5029332443102811,0.4423362674687355,0.5133654934152441,0.4730357128681607,0.48587511332194383,0.48941661390646574
0.4752524264363884,0.4955094048734619,0.480563679328627,0.5101772021167208,0.4819318540712625,0.4824745281435403,0.4732731525259496,0.4888073292312785,0.4839536616913919,0.491981949991404,0.4764778319483916,0.5098735961649374,0.5005666345665623,0.4964115850336633,0.498925475479844,0.5117410478128399,0.5091908275159845,0.5033225518351974,0.4934361332333911,0.4787789391772924,0.4946007830608767,0.4842723161261891,0.5037873828320241,0.4917898850414121,0.4944795266571251,0.4800335231750158,0.4969219486489835,0.4847893925546802,0.5221633071658054,0.4780562155605118,0.49077235195508,0.4970398000394901,0.4716687764064815,0.5119587740494351,0.4559424402410304,0.5303209241876254,0.49208183717639514,0.4934769357827428,0.4930595639000986
0.4630729238972173,0.498895593542995,0.4336885372581786,0.5145084027070895,0.5006614551845555,0.4703470152833204,0.4654025875456651,0.478463929165504,0.4500046201314456,0.4658406273783327,0.4801019856694896,0.509539410752856,0.5025006988544676,0.4923689662392491,0.5020745784101787,0.5088687508951141,0.5129309292748876,0.5174880764097799,0.4952346864800974,0.4784781334110672,0.482605601324887,0.4948986295918469,0.5120108574656305,0.4772352041882504,0.5041897114959258,0.4784450927055267,0.4919475159041889,0.4659944055941521,0.5092748239191609,0.4830926792996788,0.472032494122577,0.4938955557409498,0.46147370836278956,0.5112314814641493,0.44178128025143637,0.5253643276916921,0.49334731333811577,0.49001456198588145,0.4865203035167004
0.4665143307021964,0.4982306971702495,0.4594307919557754,0.5148781118069218,0.4894506835791454,0.4767130051689657,0.4638180226865582,0.5060150216704479,0.4684206921239024,0.4595060743187047,0.4781867598385756,0.505123173812092,0.4899228372800261,0.4752812794008182,0.4977015721914775,0.5017843207438877,0.5110005673263434,0.5196494558280047,0.4996398609246879,0.4945446418272658,0.4816336694430833,0.4930600505720042,0.5138462353629056,0.4747080578908486,0.5057807775551195,0.4788227850217063,0.4632220460502807,0.4510606591635794,0.5015276071328338,0.490585978461844,0.4753756656544425,0.5020048647731891,0.45709662159478426,0.5028797286006272,0.43901276717130155,0.5230996216373153,0.476533983972555,0.4671496109934953,0.47872613568107675
0.4652486957525295,0.4893849109708649,0.4784421695209526,0.4918541936533452,0.4871564496790295,0.4712969383836,0.4730791641302017,0.5001864042466704,0.481439456675509,0.464121618152891,0.4967716598997459,0.4742370683113465,0.4825442683543585,0.479012145932596,0.4864810067763638,0.5004793721993643,0.5163119209920555,0.5219687421109895,0.4997098982004115,0.4874991890861572,0.4837652270282255,0.4990735177423613,0.5130770691050057,0.4972651289579147,0.4998086373656256,0.4840662468965275,0.4805266325374813,0.4614957530831959,0.4926570055104154,0.4892329401102707,0.4787495092978607,0.49906971197787,0.4502949717567606,0.5020312235011658,0.449557801190509,0.5292511640212719,0.4591521306069049,0.4744687219727907,0.46203332623150944
0.460365189212535,0.477566939142486,0.4753186921887512,0.5152495844243898,0.4686705473637604,0.4777337880275855,0.4622492383026406,0.4940645399854236,0.4734915086646632,0.4586550776319925,0.5007216467787458,0.4780953850630344,0.4750663876499824,0.4809451348602181,0.4846715893297792,0.4976608782329451,0.5134337467527239,0.5041698466839473,0.4705374743828558,0.4879814098409609,0.487620641626615,0.500779726680363,0.507755470420126,0.4915676682387834,0.4900766456714862,0.4846055687271622,0.4634793366583757,0.4507981816292974,0.4875939250809606,0.4919577112491281,0.4642946625444318,0.496467388637508,0.44260971247934217,0.4890640679833035,0.45686017839266035,0.5172274521295306,0.468699583096606,0.4446187101176027,0.4677228555381699
0.4499093218029878,0.4883271273465062,0.4721146634669403,0.4951828975207336,0.4635379392618922,0.4829717622981578,0.4604063035719004,0.4841864559359537,0.4764810365192401,0.4664256054074097,0.4969284800445567,0.478201249343976,0.458885153490173,0.4855581983153568,0.4886126036173336,0.5066204120869346,0.5039102577144137,0.5046336350767956,0.4596304999659651,0.4760928905624965,0.4812201573534051,0.4884076655731341,0.5151201007112733,0.4830188984085274,0.483955958977245,0.478727250757506,0.4520359528230947,0.4537320716290943,0.4992127408562878,0.486971187259498,0.4511472771158969,0.4797171349869168,0.4645532925618089,0.4977300411125881,0.45356937147049664,0.5098167367761275,0.46844094281586063,0.4532447303973551,0.4762299687147161
0.4505037007676525,0.48366432350856,0.4709001240128904,0.5015420889543899,0.469586613994767,0.4776372949704042,0.4547343276737634,0.4774910957648128,0.4700503253270066,0.4566844453152953,0.503833342359067,0.4778827258260468,0.4752544709732254,0.4780561859159562,0.4937597299871311,0.4854415533807923,0.4833209321099326,0.5081316881632755,0.4663839473818048,0.4621785118917484,0.4775049683018736,0.4897974522378908,0.5025747202049746,0.4733463586112214,0.4808142198664435,0.4713945052555346,0.4708318645799917,0.4538456217099508,0.5074050050930085,0.4600562157417838,0.4495939822566107,0.5048274260374763,0.46774591652843484,0.4851303958709633,0.43838139032485834,0.5243972386345246,0.46109459268624003,0.4447244396892016,0.48440095359103824
0.4569400649582109,0.4481526296276239,0.4721303356833702,0.5174533020439871,0.4613535228064634,0.4748355225302044,0.4388282564868206,0.5032996642784974,0.4490357541622062,0.4664488813613398,0.5211949326287151,0.4639911624854126,0.4809958649349198,0.4827441796661281,0.4866290614987321,0.4779238271950669,0.4887269551873857,0.4917180111997482,0.472359390845346,0.4897344095352702,0.4739796675268732,0.4921440368510855,0.4952413391446023,0.4869565080834639,0.4721393530242099,0.4660771897324735,0.4765756647366381,0.4602483329870988,0.515123028481838,0.4640391643767898,0.4369794035990267,0.497567978196961,0.48053894817458453,0.47913638162864924,0.4504887478030976,0.5117403997634934,0.46481650607737185,0.42535212432960684,0.4762409118745533
0.4546176050919879,0.4602852979944865,0.4816227201976093,0.5097932429753692,0.459183992055497,0.4576917840936508,0.4388058512926571,0.5058945153995892,0.4509037289975673,0.4529180658493509,0.5148831064565823,0.4404582011213891,0.4791600206453258,0.4879510527502766,0.4851717248882053,0.4892946192916327,0.4933375274656493,0.4844135453631413,0.4660332719644828,0.4984229646084048,0.4632873916546033,0.493635962165368,0.4964915054917178,0.4774310525017308,0.4834063167592218,0.4750137633996947,0.4672484880249706,0.4584199792311636,0.5098669012431167,0.4803970948566762,0.4335879669859207,0.5124808232340746,0.486169956458347,0.47563597880179737,0.4573299558848173,0.5119873454354457,0.4684499680218984,0.45958377181172394,0.47915009062787445
